,state,city,views,zip_code,lat,long
8542,mo,eldridge,1,65463,37.8219,-92.7399
8543,mo,elkland,1,65644,37.4363,-93.0177
8544,mo,eminence,1,65466,37.1729,-91.4527
8545,mo,fordland,1,65652,37.1038,-92.9354
8546,mo,foristell,1,63348,38.7776,-90.9368
8547,mo,french village,1,63036,37.9904,-90.3692
8548,mo,golden city,1,64748,37.3626,-94.1402
8549,mo,grain valley,1,64029,38.9824,-94.2124
8550,mo,greenville,1,63944,37.1449,-90.4144
8551,mo,hallsville,1,65255,39.0880,-92.2514
8552,mo,harrisburg,1,65256,39.1304,-92.4380
8553,mo,hayti,1,63851,36.2565,-89.6712
8554,mo,hermitage,1,65668,37.9020,-93.2757
8555,mo,holden,1,64040,38.7402,-94.0081
8556,mo,holt,1,64048,39.4396,-94.3569
8557,mo,houston,1,65483,37.3188,-91.9683
8558,mo,humansville,1,65674,37.7749,-93.5546
8559,mo,hurley,1,65675,36.9303,-93.4632
8560,mo,ironton,1,63650,37.6209,-90.6493
8561,mo,jackson,1,63755,37.4386,-89.6313
8562,mo,jasper,1,64755,37.3236,-94.3036
8563,mo,kennett,1,63857,36.2218,-90.0818
8564,mo,kimberling city,1,65686,36.6331,-93.4481
8565,mo,kirbyville,1,65679,36.5820,-93.0933
8566,mo,lake ozark,1,65049,38.2100,-92.6717
8567,mo,lake saint louis,1,63367,38.7734,-90.7920
8568,mo,lampe,1,65681,36.5714,-93.4563
8569,mo,laurie,1,65038,38.2067,-92.8374
8570,mo,lexington,1,64067,39.1490,-93.8389
8571,mo,lockwood,1,65682,37.4335,-93.9318
8572,mo,lohman,1,65053,38.5370,-92.3772
8573,mo,louisiana,1,63353,39.4053,-91.0788
8574,mo,lowry city,1,64763,38.1485,-93.6795
8575,mo,macks creek,1,65786,37.9863,-92.9617
8576,mo,macon,1,63552,39.7526,-92.4565
8577,mo,marceline,1,64658,39.6795,-92.9526
8578,mo,memphis,1,63555,40.4530,-92.2025
8579,mo,millersville,1,63766,37.4403,-89.8087
8580,mo,milo,1,64767,37.7348,-94.2838
8581,mo,morse mill,1,63066,38.2769,-90.6532
8582,mo,new bloomfield,1,65063,38.7200,-92.0918
8583,mo,new florence,1,63363,38.8765,-91.5167
8584,mo,niangua,1,65713,37.3956,-92.7497
8585,mo,novinger,1,63559,40.3115,-92.7424
8586,mo,old appleton,1,63770,37.5912,-89.7058
8587,mo,pacific,1,63069,38.5021,-90.7418
8588,mo,palmyra,1,63461,39.7886,-91.5306
8589,mo,paris,1,65275,39.5008,-91.9992
8590,mo,peculiar,1,64078,38.7024,-94.4726
8591,mo,pilot knob,1,63663,37.6271,-90.6514
8592,mo,pineville,1,64856,36.5639,-94.3057
8593,mo,pittsburg,1,65724,37.8487,-93.3351
8594,mo,portageville,1,63873,36.4199,-89.6778
8595,mo,potosi,1,63664,37.9728,-90.9077
8596,mo,racine,1,64858,36.9021,-94.5249
8597,mo,rayville,1,64084,39.3900,-94.0596
8598,mo,rich hill,1,64779,38.1145,-94.3614
8599,mo,richland,1,65556,37.8262,-92.3886
8600,mo,richmond,1,64085,39.3416,-93.9572
8601,mo,ridgedale,1,65739,36.5275,-93.2646
8602,mo,roach,1,65787,38.0088,-92.8615
8603,mo,robertsville,1,63072,38.3658,-90.8136
8604,mo,rocheport,1,65279,39.0032,-92.5111
8605,mo,rock port,1,64482,40.4460,-95.6026
8606,mo,rocky mount,1,65072,38.2685,-92.7314
8607,mo,rogersville,1,65742,37.1455,-93.0932
8608,mo,rosendale,1,64483,40.0453,-94.8460
8609,mo,russellville,1,65074,38.4903,-92.4679
8610,mo,saint charles,1,63301,38.8568,-90.4516
8611,mo,saint james,1,65559,37.9852,-91.6078
8612,mo,seneca,1,64865,36.8711,-94.5417
8613,mo,seymour,1,65746,37.1179,-92.7940
8614,mo,sibley,1,64088,39.1501,-94.1914
8615,mo,silva,1,63964,37.2328,-90.4421
8616,mo,slater,1,65349,39.2510,-92.9874
8617,mo,smithton,1,65350,38.6557,-93.1174
8618,mo,strafford,1,65757,37.2874,-93.0906
8619,mo,sullivan,1,63080,38.2636,-91.1505
8620,mo,sunrise beach,1,65079,38.1490,-92.7249
8621,mo,sweet springs,1,65351,38.9570,-93.4450
8622,mo,tarkio,1,64491,40.4369,-95.3207
8623,mo,thompson,1,65285,39.2021,-92.0394
8624,mo,trenton,1,64683,40.0838,-93.5657
8625,mo,trimble,1,64492,39.4723,-94.5415
8626,mo,truxton,1,63381,38.9717,-91.2267
8627,mo,versailles,1,65084,38.4216,-92.8202
8628,mo,wellington,1,64097,39.1075,-93.9837
8629,mo,west alton,1,63386,38.8694,-90.2220
8630,mo,wheatland,1,65779,37.9386,-93.3882
8631,mo,willard,1,65781,37.3576,-93.4158
8632,mo,winfield,1,63389,38.9993,-90.7770
8633,mo,wright city,1,63390,38.8011,-91.0445
8634,mo,wright city,1,63390,38.8011,-91.0445
8635,ms,ackerman,1,39735,33.3633,-89.2356
8636,ms,benton,1,39039,32.8338,-90.2234
8637,ms,blue springs,1,38828,34.4301,-88.8767
8638,ms,brookhaven,1,39601,31.5678,-90.4682
8639,ms,byhalia,1,38611,34.8477,-89.6678
8640,ms,carson,1,39427,31.5534,-89.7881
8641,ms,carthage,1,39051,32.8039,-89.5142
8642,ms,collinsville,1,39325,32.5058,-88.8595
8643,ms,columbia,1,39429,31.2168,-89.8109
8644,ms,courtland,1,38620,34.2295,-89.9078
8645,ms,decatur,1,39327,32.4494,-89.0994
8646,ms,eupora,1,39744,33.5911,-89.3672
8647,ms,fayette,1,39069,31.7311,-91.0465
8648,ms,florence,1,39073,32.0955,-90.1199
8649,ms,forest,1,39074,32.4044,-89.4679
8650,ms,foxworth,1,39483,31.2371,-89.9197
8651,ms,fulton,1,38843,34.2758,-88.3784
8652,ms,gloster,1,39638,31.1741,-91.0352
8653,ms,greenville,1,38701,33.2396,-91.0032
8654,ms,greenwood springs,1,38848,33.9647,-88.2898
8655,ms,hamilton,1,39746,33.7445,-88.4064
8656,ms,harrisville,1,39082,31.9387,-90.1332
8657,ms,houston,1,38851,33.9010,-88.9422
8658,ms,inverness,1,38753,33.3464,-90.5939
8659,ms,iuka,1,38852,34.8256,-88.2231
8660,ms,kosciusko,1,39090,33.0035,-89.5029
8661,ms,leakesville,1,39451,31.1499,-88.6004
8662,ms,lena,1,39094,32.5802,-89.6740
8663,ms,lorman,1,39096,31.8139,-91.1619
8664,ms,louin,1,39338,32.1177,-89.2361
8665,ms,magnolia,1,39652,31.1079,-90.4899
8666,ms,marietta,1,38856,34.4814,-88.4584
8667,ms,marks,1,38646,34.3070,-90.2926
8668,ms,meadville,1,39653,31.4163,-90.8517
8669,ms,merigold,1,38759,33.8242,-90.6635
8670,ms,mize,1,39116,31.8565,-89.5535
8671,ms,monticello,1,39654,31.4913,-90.1212
8672,ms,moselle,1,39459,31.4983,-89.2990
8673,ms,nesbit,1,38651,34.8815,-90.0035
8674,ms,osyka,1,39657,31.0391,-90.4450
8675,ms,paris,1,38949,34.1941,-89.3574
8676,ms,picayune,1,39466,30.5209,-89.6204
8677,ms,pope,1,38658,34.1937,-89.9189
8678,ms,puckett,1,39151,32.0789,-89.7767
8679,ms,richland,1,39218,32.2338,-90.1600
8680,ms,rosedale,1,38769,33.8291,-90.9660
8681,ms,saltillo,1,38866,34.3699,-88.6683
8682,ms,sardis,1,38666,34.4108,-89.9423
8683,ms,sebastopol,1,39359,32.5679,-89.3337
8684,ms,shaw,1,38773,33.6053,-90.7642
8685,ms,sherman,1,38869,34.3540,-88.8428
8686,ms,soso,1,39480,31.7349,-89.3244
8687,ms,summit,1,39666,31.2609,-90.4584
8688,ms,sumner,1,38957,33.9799,-90.3401
8689,ms,thaxton,1,38871,34.3575,-89.2014
8690,ms,tougaloo,1,39174,32.4005,-90.1612
8691,ms,union,1,39365,32.5458,-89.1149
8692,ms,utica,1,39175,32.0810,-90.5839
8693,ms,water valley,1,38965,34.1390,-89.6147
8694,mt,absarokee,1,59001,45.5253,-109.6007
8695,mt,arlee,1,59821,47.1852,-114.0122
8696,mt,augusta,1,59410,47.5140,-112.6052
8697,mt,belt,1,59412,47.3260,-110.8932
8698,mt,big sandy,1,59520,48.0046,-110.1115
8699,mt,big timber,1,59011,45.9252,-109.9388
8700,mt,bonner,1,59823,46.9595,-113.5747
8701,mt,busby,1,59016,45.4423,-107.0494
8702,mt,chinook,1,59523,48.6295,-109.1956
8703,mt,clancy,1,59634,46.3984,-112.1860
8704,mt,condon,1,59826,47.4360,-113.7088
8705,mt,culbertson,1,59218,48.1397,-104.4709
8706,mt,custer,1,59024,46.2698,-107.7045
8707,mt,dayton,1,59914,47.8687,-114.2711
8708,mt,de borgia,1,59830,47.3759,-115.3453
8709,mt,dillon,1,59725,45.1246,-112.8758
8710,mt,fairview,1,59221,47.9695,-104.6182
8711,mt,frenchtown,1,59834,47.0677,-114.2467
8712,mt,harlowton,1,59036,46.4849,-109.8696
8713,mt,huson,1,59846,47.1381,-114.5350
8714,mt,jackson,1,59736,45.3930,-113.4562
8715,mt,jordan,1,59337,47.5802,-106.8538
8716,mt,kila,1,59920,48.0162,-114.5286
8717,mt,libby,1,59923,48.3680,-115.3255
8718,mt,lincoln,1,59639,47.0569,-112.7064
8719,mt,marion,1,59925,48.0499,-114.7981
8720,mt,mildred,1,59341,46.7152,-104.8054
8721,mt,moccasin,1,59462,47.1139,-109.8933
8722,mt,park city,1,59063,45.6754,-109.0007
8723,mt,reed point,1,59069,45.7720,-109.5535
8724,mt,roscoe,1,59071,45.3779,-109.4398
8725,mt,saint ignatius,1,59865,47.3351,-114.0319
8726,mt,scobey,1,59263,48.7333,-105.4290
8727,mt,terry,1,59349,46.9030,-105.5658
8728,mt,townsend,1,59644,46.4777,-111.3592
8729,mt,trout creek,1,59874,47.8356,-115.6011
8730,mt,victor,1,59875,46.4037,-114.2687
8731,mt,warm springs,1,59756,46.2008,-112.6665
8732,mt,west yellowstone,1,59758,44.7916,-111.2101
8733,mt,wilsall,1,59086,46.0013,-110.5700
8734,mt,winnett,1,59087,47.1736,-108.2812
8735,mt,zortman,1,59546,47.7708,-108.1477
8736,nc,almond,1,28702,35.3839,-83.6374
8737,nc,aurora,1,27806,35.3076,-76.7740
8738,nc,banner elk,1,28604,36.1871,-81.8312
8739,nc,beaufort,1,28516,34.8911,-76.5351
8740,nc,bethel,1,27812,35.7566,-77.3859
8741,nc,beulaville,1,28518,34.8886,-77.7447
8742,nc,biscoe,1,27209,35.3380,-79.7551
8743,nc,boiling springs,1,28017,35.2556,-81.6495
8744,nc,boomer,1,28606,36.0581,-81.3161
8745,nc,boonville,1,27011,36.2092,-80.6938
8746,nc,brevard,1,28712,35.2112,-82.7594
8747,nc,brunswick,1,28424,34.2856,-78.7015
8748,nc,bryson city,1,28713,35.4456,-83.6425
8749,nc,bunnlevel,1,28323,35.3158,-78.8551
8750,nc,camp lejeune,1,28542,34.6449,-77.3212
8751,nc,candor,1,27229,35.2563,-79.7998
8752,nc,cedar grove,1,27231,36.1957,-79.1700
8753,nc,china grove,1,28023,35.5756,-80.5962
8754,nc,chocowinity,1,27817,35.4425,-77.0755
8755,nc,clarkton,1,28433,34.5053,-78.6653
8756,nc,climax,1,27233,35.8939,-79.6999
8757,nc,clinton,1,28328,34.9860,-78.3431
8758,nc,clyde,1,28721,35.6493,-82.9728
8759,nc,colfax,1,27235,36.0959,-80.0047
8760,nc,columbus,1,28722,35.2509,-82.1167
8761,nc,como,1,27818,36.4887,-77.0338
8762,nc,cooleemee,1,27014,35.8120,-80.5543
8763,nc,cove city,1,28523,35.2051,-77.2883
8764,nc,crouse,1,28033,35.4172,-81.3365
8765,nc,cullowhee,1,28723,35.2521,-83.1037
8766,nc,danbury,1,27016,36.4446,-80.2166
8767,nc,deep gap,1,28618,36.2014,-81.5178
8768,nc,deep run,1,28525,35.1358,-77.6950
8769,nc,delco,1,28436,34.2722,-78.2621
8770,nc,denver,1,28037,35.5073,-81.0372
8771,nc,edneyville,1,28727,35.3922,-82.3425
8772,nc,ellenboro,1,28040,35.3919,-81.7560
8773,nc,elon,1,27244,36.2048,-79.4861
8774,nc,erwin,1,28339,35.3270,-78.7419
8775,nc,eure,1,27935,36.4242,-76.8589
8776,nc,flat rock,1,28731,35.2876,-82.3887
8777,nc,fleetwood,1,28626,36.2891,-81.4968
8778,nc,gates,1,27937,36.4929,-76.7931
8779,nc,glenville,1,28736,35.1736,-83.0971
8780,nc,gold hill,1,28071,35.5103,-80.3208
8781,nc,green mountain,1,28740,36.0181,-82.2682
8782,nc,harkers island,1,28531,34.6654,-76.5428
8783,nc,harrisburg,1,28075,35.2989,-80.6475
8784,nc,hays,1,28635,36.3345,-81.1237
8785,nc,hiddenite,1,28636,35.9360,-81.0600
8786,nc,hildebran,1,28637,35.7201,-81.4238
8787,nc,hoffman,1,28347,35.0502,-79.5499
8788,nc,hollister,1,27844,36.2515,-77.9328
8789,nc,holly ridge,1,28445,34.4912,-77.5449
8790,nc,hot springs,1,28743,35.8154,-82.8548
8791,nc,hudson,1,28638,35.8413,-81.4774
8792,nc,ivanhoe,1,28447,34.5809,-78.2362
8793,nc,jarvisburg,1,27947,36.1907,-75.8604
8794,nc,lake junaluska,1,28745,35.5252,-82.9731
8795,nc,lake waccamaw,1,28450,34.3431,-78.5240
8796,nc,leasburg,1,27291,36.3890,-79.1704
8797,nc,lewisville,1,27023,36.0922,-80.4406
8798,nc,liberty,1,27298,35.8871,-79.5632
8799,nc,linville,1,28646,36.0802,-81.8649
8800,nc,marshallberg,1,28553,34.7299,-76.5204
8801,nc,middlesex,1,27557,35.7877,-78.2033
8802,nc,mill spring,1,28756,35.3359,-82.1642
8803,nc,millers creek,1,28651,36.2655,-81.2811
8804,nc,mount gilead,1,27306,35.2198,-79.9742
8805,nc,mount olive,1,28365,35.1796,-78.0783
8806,nc,moyock,1,27958,36.4671,-76.1582
8807,nc,nebo,1,28761,35.6869,-81.9155
8808,nc,oak city,1,27857,35.9752,-77.3076
8809,nc,ocracoke,1,27960,35.1394,-75.8942
8810,nc,old fort,1,28762,35.6274,-82.1930
8811,nc,olin,1,28660,35.9713,-80.8629
8812,nc,oriental,1,28571,35.0568,-76.6995
8813,nc,otto,1,28763,35.0461,-83.4046
8814,nc,parkton,1,28371,34.9020,-78.9931
8815,nc,pikeville,1,27863,35.4861,-77.9745
8816,nc,pilot mountain,1,27041,36.4131,-80.4728
8817,nc,pinebluff,1,28373,35.0869,-79.5101
8818,nc,pinetops,1,27864,35.8154,-77.6666
8819,nc,pisgah forest,1,28768,35.2855,-82.6951
8820,nc,princeton,1,27569,35.4325,-78.1656
8821,nc,purlear,1,28665,36.2168,-81.3621
8822,nc,rhodhiss,1,28667,35.7739,-81.4315
8823,nc,riegelwood,1,28456,34.3901,-78.2859
8824,nc,robersonville,1,27871,35.8155,-77.2619
8825,nc,ronda,1,28670,36.1997,-80.9295
8826,nc,roper,1,27970,35.8440,-76.5468
8827,nc,rowland,1,28383,34.5601,-79.2788
8828,nc,roxboro,1,27573,36.4110,-78.9769
8829,nc,ruffin,1,27326,36.4459,-79.5495
8830,nc,rural hall,1,27045,36.2418,-80.2953
8831,nc,salter path,1,28575,34.6888,-76.8867
8832,nc,selma,1,27576,35.5881,-78.2517
8833,nc,shannon,1,28386,34.8469,-79.1122
8834,nc,snow hill,1,28580,35.4511,-77.6560
8835,nc,sophia,1,27350,35.7974,-79.8963
8836,nc,southmont,1,27351,35.6676,-80.2672
8837,nc,spring lake,1,28390,35.2283,-78.9831
8838,nc,stanley,1,28164,35.3850,-81.0440
8839,nc,stella,1,28582,34.7585,-77.1433
8840,nc,stem,1,27581,36.2083,-78.7324
8841,nc,stony point,1,28678,35.8395,-81.0575
8842,nc,swansboro,1,28584,34.7400,-77.1095
8843,nc,tabor city,1,28463,34.0929,-78.7920
8844,nc,teachey,1,28464,34.7762,-78.0211
8845,nc,trenton,1,28585,35.0810,-77.4824
8846,nc,trinity,1,27370,35.8032,-79.9811
8847,nc,wadesboro,1,28170,35.0542,-80.0836
8848,nc,wagram,1,28396,34.9030,-79.4260
8849,nc,warsaw,1,28398,34.9891,-78.0535
8850,nc,whitakers,1,27891,36.1006,-77.7682
8851,nc,whittier,1,28789,35.4323,-83.2660
8852,nc,zirconia,1,28790,35.1966,-82.4796
8853,nd,burlington,1,58722,48.2336,-101.5012
8854,nd,cartwright,1,58838,47.6724,-103.7368
8855,nd,cavalier,1,58220,48.7966,-97.7532
8856,nd,colfax,1,58018,46.4201,-96.8658
8857,nd,davenport,1,58021,46.7316,-97.0678
8858,nd,garrison,1,58540,47.6425,-101.5686
8859,nd,grand forks afb,1,58204,47.9532,-97.3702
8860,nd,halliday,1,58636,47.3729,-102.3349
8861,nd,hazelton,1,58544,46.5211,-100.3705
8862,nd,hebron,1,58638,46.8530,-102.0252
8863,nd,hillsboro,1,58045,47.3678,-97.0241
8864,nd,hope,1,58046,47.2971,-97.6853
8865,nd,jamestown,1,58401,46.9066,-98.7541
8866,nd,max,1,58759,47.8046,-101.2505
8867,nd,mayville,1,58257,47.4979,-97.2831
8868,nd,penn,1,58362,48.2313,-99.0703
8869,nd,richardton,1,58652,46.8917,-102.2644
8870,nd,rugby,1,58368,48.2178,-100.0747
8871,nd,ruso,1,58778,47.7614,-100.8964
8872,nd,sarles,1,58372,48.9460,-99.0010
8873,nd,sentinel butte,1,58654,46.7679,-103.7670
8874,nd,strasburg,1,58573,46.0729,-100.2996
8875,nd,surrey,1,58785,48.2913,-101.1009
8876,nd,thompson,1,58278,47.7660,-97.1371
8877,nd,valley city,1,58072,46.9424,-98.0078
8878,nd,wahpeton,1,58074,46.2654,-96.6056
8879,nd,washburn,1,58577,47.3166,-101.0448
8880,nd,wheatland,1,58079,46.8543,-97.3458
8881,ne,alliance,1,69301,42.2204,-103.1614
8882,ne,auburn,1,68305,40.3488,-95.9003
8883,ne,bladen,1,68928,40.2707,-98.6112
8884,ne,bradshaw,1,68319,40.9596,-97.7692
8885,ne,burwell,1,68823,41.9145,-98.9909
8886,ne,ceresco,1,68017,41.0599,-96.6408
8887,ne,denton,1,68339,40.7267,-96.8458
8888,ne,enders,1,69027,40.4804,-101.5428
8889,ne,eustis,1,69028,40.5540,-100.0760
8890,ne,filley,1,68357,40.3129,-96.5580
8891,ne,fremont,1,68025,41.4298,-96.4723
8892,ne,gering,1,69341,41.7779,-103.6576
8893,ne,gothenburg,1,69138,40.9455,-100.1769
8894,ne,hampton,1,68843,40.9088,-97.8928
8895,ne,hooper,1,68031,41.6369,-96.5401
8896,ne,humphrey,1,68642,41.6707,-97.4982
8897,ne,johnstown,1,69214,42.4656,-100.2047
8898,ne,kenesaw,1,68956,40.6151,-98.7053
8899,ne,lemoyne,1,69146,41.4017,-101.8232
8900,ne,lexington,1,68850,40.8477,-99.7303
8901,ne,malcolm,1,68402,40.9154,-96.8529
8902,ne,mitchell,1,69357,41.9391,-103.8034
8903,ne,norfolk,1,68701,42.0254,-97.4438
8904,ne,north bend,1,68649,41.5116,-96.7757
8905,ne,ord,1,68862,41.5673,-98.9818
8906,ne,osceola,1,68651,41.2568,-97.5746
8907,ne,osmond,1,68765,42.3296,-97.5722
8908,ne,otoe,1,68417,40.7406,-96.0927
8909,ne,palisade,1,69040,40.3722,-101.1640
8910,ne,ponca,1,68770,42.5794,-96.7577
8911,ne,randolph,1,68771,42.3736,-97.3483
8912,ne,raymond,1,68428,40.9805,-96.7961
8913,ne,roca,1,68430,40.6612,-96.6584
8914,ne,scribner,1,68057,41.6553,-96.7135
8915,ne,sidney,1,69160,41.1429,-102.9776
8916,ne,silver creek,1,68663,41.3218,-97.6756
8917,ne,spalding,1,68665,41.6977,-98.4094
8918,ne,stanton,1,68779,41.8737,-97.1939
8919,ne,tecumseh,1,68450,40.3493,-96.2649
8920,ne,valentine,1,69201,42.5427,-100.7675
8921,ne,valley,1,68064,41.3461,-96.3695
8922,ne,waterloo,1,68069,41.2158,-96.3196
8923,ne,waverly,1,68462,40.9581,-96.5267
8924,ne,west point,1,68788,41.8654,-96.7390
8925,ne,winnebago,1,68071,42.2342,-96.4758
8926,ne,wood lake,1,69221,42.6290,-100.3087
8927,nh,acworth,1,03601,43.2354,-72.2959
8928,nh,alstead,1,03602,43.1292,-72.3285
8929,nh,alton bay,1,03810,43.5059,-71.2742
8930,nh,auburn,1,03032,42.9889,-71.3458
8931,nh,barrington,1,03825,43.2107,-71.0492
8932,nh,bartlett,1,03812,44.1186,-71.2823
8933,nh,bath,1,03740,44.1767,-71.9894
8934,nh,bretton woods,1,03575,44.2582,-71.4419
8935,nh,center conway,1,03813,44.0560,-71.0538
8936,nh,contoocook,1,03229,43.1997,-71.6915
8937,nh,conway,1,03818,43.9666,-71.2363
8938,nh,danville,1,03819,42.9278,-71.1212
8939,nh,east derry,1,03041,42.8946,-71.2917
8940,nh,effingham,1,03882,43.7372,-71.0496
8941,nh,epsom,1,03234,43.2161,-71.3413
8942,nh,etna,1,03750,43.7132,-72.2081
8943,nh,francestown,1,03043,42.9957,-71.8165
8944,nh,fremont,1,03044,42.9900,-71.1297
8945,nh,greenland,1,03840,43.0326,-70.8501
8946,nh,greenville,1,03048,42.7511,-71.7616
8947,nh,henniker,1,03242,43.1692,-71.8212
8948,nh,holderness,1,03245,43.7443,-71.5986
8949,nh,jaffrey,1,03452,42.8316,-72.0587
8950,nh,lisbon,1,03585,44.2138,-71.8900
8951,nh,lyndeborough,1,03082,42.9044,-71.7774
8952,nh,madison,1,03849,43.9038,-71.1018
8953,nh,meriden,1,03770,43.5296,-72.2740
8954,nh,milan,1,03588,44.5741,-71.1948
8955,nh,nelson,1,03457,43.0064,-72.1186
8956,nh,new castle,1,03854,43.0642,-70.7227
8957,nh,north salem,1,03073,42.8368,-71.2213
8958,nh,north sutton,1,03260,43.3584,-71.9198
8959,nh,north woodstock,1,03262,44.0235,-71.7327
8960,nh,pittsburg,1,03592,45.1302,-71.2806
8961,nh,plainfield,1,03781,43.5366,-72.2835
8962,nh,sanbornville,1,03872,43.5850,-71.0382
8963,nh,south tamworth,1,03883,43.8090,-71.3002
8964,nh,springfield,1,03284,43.4904,-72.0235
8965,nh,stoddard,1,03464,43.0730,-72.1175
8966,nh,sullivan,1,03445,43.0111,-72.2170
8967,nh,thornton,1,03285,43.9517,-71.6216
8968,nh,twin mountain,1,03595,44.2848,-71.5034
8969,nh,walpole,1,03608,43.0748,-72.4063
8970,nh,waterville valley,1,03215,43.9463,-71.4653
8971,nh,westmoreland,1,03467,42.9736,-72.4436
8972,nh,wilton,1,03086,42.8297,-71.7757
8973,nh,wolfeboro,1,03894,43.5927,-71.1603
8974,nj,absecon,1,08201,39.4178,-74.5030
8975,nj,allenwood,1,08720,40.1433,-74.1033
8976,nj,asbury,1,08802,40.6795,-75.0321
8977,nj,basking ridge,1,07920,40.6761,-74.5634
8978,nj,belford,1,07718,40.4206,-74.0842
8979,nj,belvidere,1,07823,40.8279,-75.0320
8980,nj,berkeley heights,1,07922,40.6756,-74.4202
8981,nj,blairstown,1,07825,40.9680,-74.9557
8982,nj,bloomingdale,1,07403,41.0334,-74.3316
8983,nj,bloomsbury,1,08804,40.6436,-75.0974
8984,nj,boonton,1,07005,40.9355,-74.4217
8985,nj,bound brook,1,08805,40.5714,-74.5374
8986,nj,brielle,1,08730,40.1050,-74.0646
8987,nj,cedar knolls,1,07927,40.8223,-74.4563
8988,nj,clayton,1,08312,39.6625,-75.0816
8989,nj,cliffside park,1,07010,40.8204,-73.9877
8990,nj,columbia,1,07832,41.0278,-74.9928
8991,nj,cream ridge,1,08514,40.1300,-74.4940
8992,nj,dayton,1,08810,40.3720,-74.4974
8993,nj,deal,1,07723,40.2506,-74.0024
8994,nj,demarest,1,07627,40.9543,-73.9562
8995,nj,denville,1,07834,40.8832,-74.4905
8996,nj,dorothy,1,08317,39.4015,-74.8028
8997,nj,dunellen,1,08812,40.5998,-74.4843
8998,nj,elmer,1,08318,39.5446,-75.2027
8999,nj,englewood,1,07631,40.8896,-73.9727
9000,nj,fair haven,1,07704,40.3594,-74.0367
9001,nj,fair lawn,1,07410,40.9363,-74.1195
9002,nj,fanwood,1,07023,40.6419,-74.3870
9003,nj,flanders,1,07836,40.8521,-74.7010
9004,nj,garfield,1,07026,40.8778,-74.1109
9005,nj,haddonfield,1,08033,39.8952,-75.0408
9006,nj,hamburg,1,07419,41.1530,-74.5718
9007,nj,hasbrouck heights,1,07604,40.8626,-74.0743
9008,nj,haskell,1,07420,41.0282,-74.3030
9009,nj,haworth,1,07641,40.9618,-74.0006
9010,nj,hewitt,1,07421,41.1645,-74.3540
9011,nj,high bridge,1,08829,40.6699,-74.8949
9012,nj,highland park,1,08904,40.5019,-74.4289
9013,nj,highlands,1,07732,40.4295,-73.9899
9014,nj,hillsdale,1,07642,41.0069,-74.0483
9015,nj,hopatcong,1,07843,40.9414,-74.6649
9016,nj,hope,1,07844,40.9112,-74.9679
9017,nj,iselin,1,08830,40.5693,-74.3150
9018,nj,kendall park,1,08824,40.4178,-74.5510
9019,nj,kenvil,1,07847,40.8860,-74.6230
9020,nj,lafayette,1,07848,41.1054,-74.6794
9021,nj,lake hopatcong,1,07849,40.9743,-74.5823
9022,nj,lambertville,1,08530,40.3639,-74.8961
9023,nj,lawrence township,1,08648,40.2799,-74.7135
9024,nj,leonardo,1,07737,40.4112,-74.0614
9025,nj,lincoln park,1,07035,40.9275,-74.3043
9026,nj,lincroft,1,07738,40.3415,-74.1241
9027,nj,long valley,1,07853,40.7831,-74.8037
9028,nj,malaga,1,08328,39.5796,-75.0589
9029,nj,manasquan,1,08736,40.1196,-74.0687
9030,nj,maplewood,1,07040,40.7369,-74.2680
9031,nj,marmora,1,08223,39.2651,-74.6610
9032,nj,mendham,1,07945,40.7870,-74.5939
9033,nj,millstone township,1,08510,40.1886,-74.4321
9034,nj,mizpah,1,08342,39.4914,-74.8328
9035,nj,monmouth beach,1,07750,40.3340,-73.9853
9036,nj,montague,1,07827,41.2887,-74.7582
9037,nj,montville,1,07045,40.9144,-74.3670
9038,nj,mount ephraim,1,08059,39.8868,-75.0933
9039,nj,mount royal,1,08061,39.8039,-75.2020
9040,nj,mullica hill,1,08062,39.7125,-75.2131
9041,nj,national park,1,08063,39.8687,-75.1844
9042,nj,neptune,1,07753,40.2169,-74.0742
9043,nj,netcong,1,07857,40.8964,-74.6981
9044,nj,new egypt,1,08533,40.0819,-74.4964
9045,nj,new providence,1,07974,40.6979,-74.4040
9046,nj,newfield,1,08344,39.5690,-75.0193
9047,nj,newport,1,08345,39.2493,-75.1694
9048,nj,normandy beach,1,08739,40.0025,-74.0609
9049,nj,northvale,1,07647,41.0081,-73.9454
9050,nj,oak ridge,1,07438,41.0376,-74.5178
9051,nj,oakhurst,1,07755,40.2636,-74.0217
9052,nj,oakland,1,07436,41.0281,-74.2372
9053,nj,ocean view,1,08230,39.2059,-74.7105
9054,nj,oldwick,1,08858,40.6800,-74.7355
9055,nj,oxford,1,07863,40.8176,-74.9655
9056,nj,paulsboro,1,08066,39.8343,-75.2180
9057,nj,pennington,1,08534,40.3282,-74.7956
9058,nj,pennsville,1,08070,39.6315,-75.5051
9059,nj,pitman,1,08071,39.7333,-75.1351
9060,nj,plainfield,1,07060,40.6197,-74.4279
9061,nj,plainsboro,1,08536,40.3375,-74.5876
9062,nj,port reading,1,07064,40.5693,-74.2486
9063,nj,readington,1,08870,40.5688,-74.7383
9064,nj,ringoes,1,08551,40.4408,-74.8367
9065,nj,ringwood,1,07456,41.1118,-74.2797
9066,nj,riverdale,1,07457,40.9927,-74.3125
9067,nj,rutherford,1,07070,40.8262,-74.1082
9068,nj,salem,1,08079,39.5319,-75.4463
